id,name,category,area,address,phone,url,accessFromNaha,status
dd87b3c8-7c2d-4608-baef-2beb5b0ff53d,波之上ゴルフ練習場,屋外,南部,沖縄県那覇市辻3-2-13,098-866-4218,https://www.naminouegolf.jp/,那覇空港から車で約10分,営業確認済み
2aaeef4b-7900-4642-81d3-34a5fe6ff6d5,豊見城ゴルフ練習場,屋外,南部,沖縄県豊見城市字高安415,098-850-5757,,那覇空港から車で約15分,営業確認済み
fa998168-1f34-4c15-95e3-1a9882ee8d11,ABCゴルフガーデン,屋外,南部,沖縄県糸満市字阿波根1565-1,098-995-0555,,那覇空港から車で約20分,営業確認済み
c9aa4dca-2623-472f-abcf-005612cb639c,KA.MI.FU Golf Range（旧大里ゴルフセンター）,屋外,南部,沖縄県南城市大里字大里地内,098-944-1321,,那覇空港から車で約30分,営業確認済み
2be11c3d-9308-445c-a385-1b042610de53,与那原ゴルフセンター,屋外,南部,沖縄県島尻郡与那原町字板良敷1030,098-946-4100,,那覇空港から車で約30分,営業確認済み
70522fe2-f2b1-41eb-8eeb-8e4341c8c29f,マリンタウンゴルフ,屋外,南部,沖縄県島尻郡与那原町字与那原3309,098-945-1040,https://www.mtg-okinawa.jp/,那覇空港から車で約25分,営業確認済み
428d7250-280a-4547-801d-ef93256eebad,西原グリーンセンター,屋外,中部,沖縄県中頭郡西原町字内間546,098-945-5456,,那覇空港から車で約20分,営業確認済み
df09d5d9-3139-441a-9147-b5fb4a92c187,森川ゴルフガーデン,屋外,中部,沖縄県中頭郡西原町字森川162,098-945-5130,,那覇空港から車で約25分,営業確認済み
cf13e8c4-cd79-4c1c-9885-082e61185191,北谷ゴルフ練習場（北谷スポーツセンター）,屋外,中部,沖縄県中頭郡北谷町字桑江432,098-936-1294,,那覇空港から車で約30分,営業確認済み
3aed3bce-2dda-48c4-8a7b-b076162f66cc,コザゴルフ練習場,屋外,中部,沖縄県沖縄市胡屋6-8-9,098-933-7183,,那覇空港から車で約40分,営業確認済み
aa2b0efb-61cb-48dc-9bab-18e6eb8869a6,もろみゴルフレンジ,屋外,中部,沖縄県沖縄市諸見里2-21-1,098-933-6388,,那覇空港から車で約40分,営業確認済み
231fc40b-bdb6-4296-9f6a-a90da57fe6a0,松本ゴルフセンター,屋外,中部,沖縄県沖縄市松本5-8-1,098-934-2859,https://www.matsumoto-golf.com/,那覇空港から車で約40分,営業確認済み
240a5b29-73c0-4a47-b482-7ba7291bc996,津嘉山ゴルフレンジ,屋外,中部,沖縄県沖縄市古謝1219-1,098-934-3434,,那覇空港から車で約40分,営業確認済み
0b403781-f178-4f2a-ad3d-6a8b7c6781e5,和合ヒルズゴルフガーデン,屋外,中部,沖縄県うるま市石川東恩納1180,098-972-4004,,那覇空港から車で約45分,営業確認済み
9491860c-13d3-4842-a8f4-f543ef230cb9,東海ゴルフ練習場,屋外,北部,沖縄県国頭郡金武町字伊芸1292-2,098-968-2888,https://www.instagram.com/toukai_golf/,那覇空港から車で約60分,営業確認済み
e5f0bd94-bd31-40b0-8144-971384395121,大北ゴルフ練習場,屋外,北部,沖縄県名護市大北4丁目8-29,0980-54-3000,,那覇空港から車で約75分,営業確認済み
561078f8-86b7-45a3-94ee-9292eabe3fb8,みやこゴルフレンジ,屋外,離島,沖縄県宮古島市平良西仲宗根649-1,0980-73-3715,,宮古空港から車で約10分,営業確認済み
9e9fd1a9-e30e-4dec-9702-01c0aa9f066a,八重山ゴルフレンジ,屋外,離島,沖縄県石垣市字真栄里123,0980-82-7766,,石垣空港から車で約10分,営業確認済み
